[S II] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	0.0	0.0	0.0
-1.4117647058823528	0.0	0.0	0.0
-1.3529411764705883	0.0	0.0	0.0
-1.2941176470588234	0.0	0.0	0.0
-1.2352941176470589	0.0	0.0	0.0
-1.176470588235294	0.0	0.0	0.0
-1.1176470588235294	0.0	0.0	0.0
-1.0588235294117647	0.0	0.0	0.0
-1.0	0.0	0.0	0.0
-0.9411764705882353	0.0	0.0	0.0
-0.8823529411764706	0.0	0.0	0.0
-0.8235294117647058	0.0	0.0	0.0
-0.7647058823529412	0.0	0.0	0.0
-0.7058823529411765	0.0	0.0	0.0
-0.6470588235294118	0.0	0.0	0.0
-0.5882352941176471	0.0	0.0	0.0
-0.5294117647058824	0.0	0.0	0.0
-0.47058823529411764	0.0	0.0	0.0
-0.4117647058823529	0.0	0.0	0.0
-0.3529411764705882	0.0	0.0	0.0
-0.2941176470588235	0.0	0.0	0.0
-0.23529411764705876	0.0	0.0	0.0
-0.17647058823529405	0.0	0.0	0.0
-0.11764705882352944	0.0	1145886.2542436174	14567076.249982122
-0.05882352941176483	474470929.185524	462852736.668926	617532734.4681755
-1.1102230246251565e-16	3126230332.3716626	3288843055.492005	2837146048.903395
0.05882352941176461	514980622.5177717	491825420.18261397	648249652.4187982
0.11764705882352933	9807296.907609096	4172739.1520198453	5394426.248316215
0.17647058823529405	0.0	0.0	0.0
0.23529411764705876	0.0	0.0	0.0
0.2941176470588235	0.0	0.0	0.0
0.3529411764705882	0.0	0.0	0.0
0.4117647058823529	0.0	0.0	0.0
0.47058823529411764	0.0	0.0	0.0
0.5294117647058822	0.0	0.0	0.0
0.588235294117647	0.0	0.0	0.0
0.6470588235294117	0.0	0.0	0.0
0.7058823529411764	0.0	0.0	0.0
0.7647058823529411	0.0	0.0	0.0
0.8235294117647058	0.0	0.0	0.0
0.8823529411764706	0.0	0.0	0.0
0.9411764705882353	0.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0588235294117647	0.0	0.0	0.0
1.1176470588235294	0.0	0.0	0.0
1.1764705882352942	0.0	0.0	0.0
1.2352941176470589	0.0	0.0	0.0
1.2941176470588234	0.0	0.0	0.0
1.352941176470588	0.0	0.0	0.0
1.4117647058823528	0.0	0.0	0.0
1.4705882352941175	0.0	0.0	0.0
